snt_id,cn_snts,section,chinese_offset
308,看到 在 这 棵 苗 上 长出 了 一 个 很 大 很 大 的 花蕾 小王子 感觉 到 从 这个 花苞 中 一定 会 出现 一 个 奇迹 然而 这 朵 花 藏 在 它 那 绿茵茵 的 房间 中 用 了 很 长 的 时间 来 打扮 自己,3,295.28
309,她 精心 选择 着 她 将来 的 颜色,3,298.11
310,慢慢腾腾 地 装饰 着 一 片 片 地 搭配 着 她 的 花瓣,3,302.17
311,她 不 愿 像 虞美人 那样 一 出世 就 满 脸 皱纹,3,305.43
312,她 要 让 自己 带 着 光艳夺目 的 丽姿 来到 世间,3,309.23
313,是 的,3,310.31
314,她 是 非常 爱 俏 的,3,311.95
315,她 用 好些 好些 日子 天仙 般 地 梳妆打扮,3,315.46
316,然后 在 一 天 的 早晨 恰好 在 太阳 升起 的 时候 她 开放 了,3,320.68
317,她 已经 精细 地 做 了 那么 长 的 准备 工作 却 打 着 哈欠 说道,3,325.55
318,我 刚刚 睡醒 真 对不起 瞧 我 的 头发 还是 乱蓬蓬 的 小王子 这时 再也 控制 不 住 自己 的 爱慕 心情 你 是 多么 美丽 啊,3,336.87
319,花 悠然自得 地 说 是 吧,3,340.08
320,我 是 与 太阳 同时 出生 的 小王子 看出 了 这 花 不 太 谦虚 可是 她 确实 丽姿 动人,3,347.73
321,她 随后 又 说道 现在 该 是 吃 早点 的 时候 了 吧 请 你 也 想 着 给 我 准备 一点 小王子 很 有些 不好意思 于是 就 拿 着 喷壶 打来 了 一 壶 清清 的 凉水 他 浇灌 着 花,3,362.95
322,于是 就 这样 这 朵 花 就 以 她 那 有点 敏感 多疑 的 虚荣心 折磨 着 小王子,3,368.99
323,例如 有 一 天 她 向 小王子 讲起 她 身 上 长 的 四 根 刺 老虎 让 它 张 着 爪子 来 吧,3,376.72
324,小王子 顶 了 她 一 句 在 我 这个 星球 上 没有 老虎 而且 老虎 是 不 会 吃 草 的,3,384.31
325,花 轻声 说道 我 并 不 是 草,3,387.57
326,真 对不起 我 并 不 怕 什么 老虎 可 我 讨厌 穿堂风,3,392.75
327,我 猜想 你 没有 为 我 准备 个 屏风,3,395.54
328,小王子 思忖 着 讨厌 穿堂风 这 对 一 株 植物 来说 真 不 走运,3,402.47
329,这 朵 花 真 不 大 好 伺候 晚上 您 得 把 我 放到 一 个 玻璃 罩子 中,3,408.78
330,你 这 地方 太 冷,3,410.25
331,我 原来 住 的 那个 地方 但 她 没有 说 下去,3,414.43
332,她 来 的 时候 是 粒 种子,3,416.44
333,她 哪里 见 过 什么 别的 世界,3,418.42
334,她 叫 人 发现 她 是 在 凑 一 个 如此 不 太 高明 的 谎话 她 有点 羞怒 咳嗽 了 两三 声 她 的 这 一 招 是 要 小王子 处于 有 过失 的 地位 她 说道 屏风 呢,3,430.58
335,我 正 准备 去 拿 可 你 刚才 说 的 是,3,434.13
336,于是 花 放开 嗓门 咳嗽 了 几 声 依然 要 使 小王子 后悔 自己 的 过失,3,440.09
337,尽管 小王子 本来 诚心诚意 地 喜欢 这 朵 花 可是 这一来 却 使 他 马上 对 她 产生 了 怀疑,3,447.18
338,小王子 对 一些 无关紧要 的 话 看 得 太 认真 结果 使 自己 很 苦恼,3,452.35
339,有 一 天 他 告诉 我 说 我 不 该 听信 她 的 话 绝 不 该 听信 那些 花 的 话,3,458.89
340,看看 花 闻闻 她 就 得 了,3,461.32
341,我 的 那 朵 花 使 我 的 星球 芳香四溢 可 我 不 会 享受 它,3,466.32
342,关于 老虎 爪子 的 事 本 应该 使 我 产生 同情 却 反而 使 我 恼火 他 还 告诉 我 说 我 那时 什么 也 不 懂,3,475.56
343,我 应该 根据 她 的 行为 而 不 是 根据 她 的 话 来 判断 她,3,479.22
344,她 使 我 的 生活 芬芳 多彩,3,481.82
345,我 真 不 该 离开 她 跑 出来,3,483.75
346,我 本 应该 猜出 在 她 那 令 人 爱怜 的 花招 后面 所 隐藏 的 温情,3,488.55
347,花 是 多么 自相矛盾,3,490.9
348,我 当时 太 年轻 还 不 懂得 爱 她,3,494.26
349,我 想 小王子 大概 是 利用 一 群 候鸟 迁徙 的 机会 跑 出来 的,3,498.91
350,在 他 出发 的 那 天 早上 他 把 他 的 星球 收拾 得 整整齐齐,3,503.54
351,把 它 上头 的 活 火山 打扫 得 干干净净,3,506.56
352,他 有 两 个 活 火山 早上 热 早点 很 方便,3,510.4
353,他 还 有 一 座 死 火山,3,512.38
354,他 想 说不定 它 还 会 活动 呢,3,517.05
355,他 也 把 它 打扫 干净,3,514.03
356,打扫 干净 了 它们 就 可以 慢慢 地 有 规律 地 燃烧 而 不 会 突然 爆发,3,522.94
357,火山 爆发 就 像 烟囱 里 的 火焰 一样,3,525.79
358,当然 在 我们 地球 上 我们 人 太 小 不 能 打扫 火山,3,530.63
359,所以 火山 给 我们 带来 很多 很多 麻烦,3,533.48
360,小王子 还 把 剩下 的 最后 几 颗 猴面包树 苗 全 拔 了 他 有点 忧伤,3,539.37
361,他 以为 他 再 也 不 会 回来 了,3,542
362,这 天 这些 家常 活 使 他 感到 特别 亲切,3,546.05
363,当 他 最后 一 次 浇花 时 准备 把 她 放 在 玻璃 罩子 下面 他 发觉 自己 要 哭 出来,3,552.28
364,再见 了 他 对 花 说道,3,555.28
365,可是 花 没有 回答 他,3,557.34
366,再见 了 他 又 说 了 一 遍,3,560.55
367,花 咳嗽 了 一 阵,3,562.3
368,但 并 不 是 由于 感冒,3,563.91
369,她 终于 对 他 说道 我 方才 真 蠢,3,567.49
370,请 你 原谅 我 希望 你 能 幸福,3,571.02
371,花 对 他 毫 不 抱怨 他 感到 很 惊讶,3,574.35
372,他 举 着 罩子 不知所措 地 伫立 在 那里,3,577.51
373,他 不 明白 她 为什么 会 这样 温柔 恬静,3,580.92
374,的确 我 爱 你 花 对 他 说道,3,585.71
375,但 由于 我 的 过错 你 一点 也 没有 理会,3,589.45
376,这 丝毫 不 重要,3,591.16
377,不过 你 也 和 我 一样 的 蠢,3,594.09
378,希望 你 今后 能 幸福 把 罩子 放 在 一边 吧,3,598.02
379,我 用 不 着 它 了,3,599.56
380,要是 风 来 了 怎么 办 我 的 感冒 并 不 那么 重 夜晚 的 凉风 对 我 倒 有 好处,3,607.29
381,我 是 一 朵 花,3,608.72
382,要是 有 虫子 野兽 呢 我 要是 想 认识 蝴蝶 经 不 起 两三 只 毛虫 是 不行 的,3,616.23
383,据说 这 是 很 美 的,3,618.27
384,不然 还 有 谁 来 看 我 呢,3,620.21
385,你 就 要 到 远处 去 了,3,622.31
386,至于 说 大 动物 我 并 不 怕,3,624.97
387,我 有 爪子,3,626.27
388,于是 她 天真 地 显露 出 她 那 四 根 刺,3,630.06
389,随后 又 说道 别 这么 磨蹭 了,3,632.81
390,真 烦人 你 既然 决定 离开 这,3,635.57
391,那么 快 走 吧,3,637.7
392,她 是 怕 小王子 看见 她 在 哭,3,641.03
393,她 是 朵 非常 骄傲 的,3,643.42
394,花 在 附近 的 宇宙 中 还 有 325 326 327 328 329 330 等 几 颗 小 行星,4,7.4
395,他 就 开始 访问 这 几 颗 星球 想 在 那里 找 点 事 干 并且 学习 学习,4,12.69
396,第一 颗 星球 上 住 着 一 个 国王,4,15.55
397,国王 穿 着 用 紫红色 和 白 底 黑 花 的 毛皮 做成 的 大 礼服 坐 在 一 个 很 简单 却 又 十分 威严 的 宝座 上,4,23.24
398,啊,4,24.16
399,来 了 一 个 臣民 当 他 看见 小王子 时 喊 了 起来,4,28.39
400,小王子 思量 着 他 从来 也 没有 见 过 我 怎么 会 认识 我 呢,4,33.69
401,他 哪里 知道 在 那些 国王 的 眼 里 世界 是 非常 简单 的,4,38.47
402,所有 的 人 都 是 臣民,4,40.32
403,国王 十分 骄傲 因为 他 终于 成 了 某个 人 的 国王 他 对 小王子 说道 靠近 些 好 让 我 好好 看看 你,4,48.91
404,小王子 看看 四周 想 找 个 地方 坐 下来 可是 整个 星球 被 国王 华丽 的 白 底 黑 花 皮袍 占满 了,4,56.35
405,他 只好 站 在 那里 但是 因为 疲倦 了 他 打 起 哈欠 来,4,60.79
406,君王 对 他 说 在 一 个 国王 面前 打哈欠 是 违反 礼节 的,4,65.76
407,我 禁止 你 打哈欠,4,67.23
408,小王子 羞愧 地 说道 我 实在 忍 不 住,4,71.04
409,我 长途跋涉 来到 这里 还 没有 睡觉 呢 国王 说 那 好 吧 我 命令 你 打哈欠,4,78.19
410,好些 年 来 我 没有 看见 过 任何 人 打哈欠,4,81.25
411,对 我 来说 打哈欠 倒 是 新奇 的 事,4,84.82
412,来 吧,4,85.79
413,再 打 个 哈欠,4,86.91
414,这 是 命令,4,88.08
415,这 倒 叫 我 有点 紧张 我 打 不 出 哈欠 来 了 小王子 红 着 脸 说,4,95.12
416,嗯,4,96.19
417,嗯,4,96.93
418,国王 回答 道,4,98.55
419,那么 我 命令 你 忽而 打哈欠 忽而 他 嘟嘟囔囔 显出 有点 恼怒,4,106.08
420,因为 国王 所 要求 的 主要 是 保持 他 的 威严 受到 尊敬,4,110.1
421,他 不 能 容忍 不 听 他 的 命令,4,112.75
422,他 是 一 位 绝对 的 君主,4,114.63
423,可是 他 却 很 善良 他 下 的 命令 都 是 有 理智 的,4,119.29
424,他 常常 说 如果 我 叫 一 位 将军 变成 一 只 海鸟 而 这 位 将军 不 服从 我 的 命令 那么 这 就 不 是 将军 的 过错,4,129.19
425,而 是 我 的 过错,4,130.52
426,我 可以 坐下 吗,4,135.39
427,小王子 腼腆 地 试探 道,4,133.32
428,我 命令 你 坐下 国王 一边 回答 一边 庄重 地 把 他 那 白 底 黑 花 皮袍 大襟 挪动 了 一下,4,142.53
429,可是 小王子 感到 很 奇怪,4,144.88
430,这么 小 的 行星,4,146.48
431,国王 他 对 什么 进行 统治 呢,4,148.51
432,他 对 国王 说 陛下 请 原谅 我 想 问 您 国王 急忙 抢 着 说道 我 命令 你 问 我,4,156.7
433,陛下 你 统治 什么 呢,4,159.93
434,国王 非常 简单 明了 地 说 我 统治 一切,4,163.84
435,一切,4,165.3
436,国王 轻轻 地 用 手 指 着 他 的 行星 和 其他 的 行星 以及 所有 的 星星,4,170.69
437,统治 这 一切,4,174
438,小王子 说,4,171.97
439,统治 这 一切,4,176.16
440,原来 他 不仅 是 一 个 绝对 的 君主 而且 是 整个 宇宙 的 君主,4,180.61
441,那么 星星 都 服从 您 吗,4,183.67
442,那 当然 国王 对 他 说,4,186.41
443,它们 立即 就 得 服从,4,188.35
444,我 是 不 允许 无 纪律 的,4,190.09
445,这样 的 权力 使 小王子 惊叹 不已,4,193.56
446,如果 掌握 了 这样 的 权力 那么 他 一 天 就 不 只 是 看到 四十三 次 日落 而 可以 看到 七十二 次 甚至 一百 次 或是 二百 次 日落 也 不 必要 去 挪动 椅子 了,4,205.91
447,由于 他 想起 了 他 那 被 遗弃 的 小 星球 心里 有点 难过 他 大胆 地 向 国王 提出 了 一 个 请求 我 想 看 日落 请求 您 命令 太阳 落山 吧 国王 说道 如果 我 命令 一 个 将军 象 一 只 蝴蝶 那样 从 这 朵 花 飞到 那 朵 花 或者 命令 他 写作 一 个 悲剧 剧本 或者 变 一 只 海鸟 而 如果 这 位 将军 接到 命令 不 执行 的话 那么 我们 中 的 谁 是 错误 的 呢 将军 还是 我 自己,4,238.96
448,那 当然 是 您 的 不对 小王子 肯定 地 回答,4,243.6
449,一点 也 不错,4,244.97
450,国王 接着 说 向 每 个 人 提出 的 要求 应该 是 他们 所 能 做到 的,4,250.12
451,权威 首先 应该 建立 在 理性 的 基础 上,4,253.33
452,如果 命令 你 的 老百姓 去 投海 他们 非 起来 革命 不 可,4,257.77
453,我 的 命令 是 合理 的 所以 我 有权 要 别人 服从,4,262.2
454,那么 我 提出 的 日落 呢,4,265.11
455,小王子 一旦 提出 一 个 问题 他 是 不 会 忘记 这 个 问题 的,4,269.23
456,日落 么 你 会 看到 的,4,272.11
457,我 一定 要 太阳 落山,4,273.99
458,不过 按照 我 的 统治 科学 我 得 等到 条件 成熟 的 时候,4,278.2
459,这 要 等到 什么 时候 呢,4,282.29
460,小王子 问道,4,279.73
461,嗯,4,283.62
462,国王 在 回答 之前 首先 翻阅 了 一 本 厚厚 的 日历 嘴里 慢慢 说道 嗯,4,290.12
463,嗯,4,290.91
464,日落 大约 大约 在 今晚 七时 四十分 的 时候,4,296.08
465,你 将 看到 我 的 命令 一定 会 被 服从 的,4,298.79
466,小王子 又 打 起 哈欠 来 了,4,301.87
467,他 遗憾 没有 看到 日落,4,303.72
468,他 有点 厌烦 了 他 对 国王 说 我 没有 必要 再 呆 在 这 了,4,308.59
469,我 要 走 了,4,309.67
470,这 位 因为 刚刚 有 了 一 个 臣民 而 十分 骄傲 自得 的 国王 说道 别 走,4,315.22
471,我 任命 你 当 大臣,4,317.36
472,什么 大臣,4,318.85
473,嗯 司法 大臣,4,320.91
474,可是 这 没有 一 个 要 审判 的 人,4,324.04
475,很 难 说 呀 国王 说道,4,326.71
476,因为 我 还 没有 巡视 过 我 的 王国 呢,4,329.86
477,我 很 老 了 我 这 地方 又 小 没有 放 銮驾 的 地方 另外 一 走路 我 就 累,4,336.2
478,噢 可是 我 已经 看 过 了 小王子 说道 并 探身 朝 星球 的 那 一 侧 看 了 看,4,343.46
479,那边 也 没有 一 个 人 那么 你 就 审判 你 自己 呀 国王 回答 他 说,4,349.58
480,这 可是 最 难 的 了,4,351.2
481,审判 自己 比 审判 别人 要 难 得 多 啊,4,354.06
482,你 要是 能 审判 好 自己 你 就 是 一 个 真正 有 才智 的 人,4,358.49
483,我 嘛 随便 在 什么 地方 我 都 可以 审度 自己,4,363.02
484,我 没有 必要 留 在 这里,4,365.24
485,嗯,4,366.45
486,国王 又 说 嗯 我 想 在 我 的 星球 上 有 一 只 老 耗子,4,372.19
487,夜里 我 听见 它 的 声音,4,374.42
488,你 可以 审判 它,4,375.47
489,不时 地 判处 它 死刑,4,377.45
490,因此 它 的 生命 取决 于 你 的 判决,4,380.54
491,可是 你 要 有 节制 地 使用 这 只 耗子 每次 判刑 后 都 要 赦免 它,4,385.75
492,因为 只有 这 一 只 耗子,4,388.18
493,可是 我 不 愿 判 死刑 小王子 回答 道 我 想 我 还是 应该 走,4,395.35
494,不 行 国王 说,4,397.4
495,但是 小王子 准备 完毕 之后 不 想 使 老 君主 难过 说道 如果 国王 陛下 想要 不折不扣 地 得到 服从 你 可以 给 我 下 一 个 合理 的 命令,4,408.39
496,比如 说 你 可以 命令 我 一 分钟 之内 必须 离开,4,412.75
497,我 认为 这个 条件 是 成熟 的 国王 什么 也 没有 回答 起初 小王子 有些 犹疑不决 随后 叹 了 口气 就 离开 了,4,422.75
498,我 派 你 当 我 的 大使 国王 匆忙 地 喊道,4,427.04
499,国王 显出 非常 有 权威 的 样子,4,429.62
500,小王子 在 旅途 中 自言自语 地 说 这些 大人 真 奇怪,4,435.29
501,第二 个 行星 上 住 着 一 个 爱 虚荣 的 人,4,438.72
502,喔唷 喔唷,4,440.26
503,一 个 崇拜 我 的 人 来 拜访 了,4,442.83
504,这个 爱 虚荣 的 人 一 见到 小王子 老远 就 叫喊 起来,4,446.93
505,在 那些 爱 虚荣 的 人 眼 里 别人 都 成 了 他们 的 崇拜者,4,450.9
506,你 好 小王子 说道,4,453.53
507,你 的 帽子 很 奇怪,4,455.81
508,这 是 为了 向 人 致意 用 的 爱 虚荣 的 人 回答 道,4,460.5
509,当 人们 向 我 欢呼 的 时候 我 就 用 帽子 向 他们 致意,4,464.58
510,可惜 没有 一 个 人 经过 这里,4,467.04
511,啊 是 吗,4,471.86
512,小王子 不 解 其 意 说道,4,469.78
513,爱 虚荣 的 人 向 小王子 建议 道 你 用 一 只 手 去 拍 另 一 只 手,4,477.16
514,小王子 就 拍 起 巴掌 来,4,479.6
515,这 位 爱 虚荣 者 就 谦逊 地 举起 帽子 向 小王子 致意,4,483.83
516,小王子 心想 这 比 访问 那 位 国王 有趣,4,487.88
517,于是 他 又 拍 起 巴掌 来,4,490.24
518,爱 虚荣者 又 举起 帽子 来 向 他 致意,4,493.33
519,小王子 这样 做 了 五 分钟 之后 对 这 种 单调 的 把戏 有点 厌倦 了 说道 要 想 叫 你 的 帽子 掉 下来 该 怎么 做 呢,4,502.9
520,可 这 回 爱 虚荣 者 听 不 进 他 的 话,4,505.68
521,因为 凡是 爱 虚荣 的 人 只 听 得 进 赞美 的 话,4,509.02
522,你 真的 钦佩 我 吗,4,512.47
523,他 问 小王子 道,4,510.49
524,钦佩 是 什么 意思,4,514.94
525,钦佩 么 就是 承认 我 是 星球 上 最 美 的 人 服饰 最 好 的 人 最 富有 的 人 最 聪明 的 人,4,522.93
526,可 您 是 您 的 星球 上 唯一 的 人 呀,4,526.19
527,让 我 高兴 吧,4,527.89
528,请 你 还是 来 钦佩 我 吧,4,530.25
529,小王子 轻轻 地 耸了耸 肩膀 说道 我 钦佩 你 可是 这 有 什么 能 使 你 这样 感 兴趣 的,4,538.9
530,于是 小王子 就 走开 了,4,541.03
531,小王子 在 路上 自言自语 地 说 了 一 句 这些 大人 肯定 是 十分 古怪 的,4,547.48
532,小王子 所 访问 的 下 一 个 星球 上 住 着 一 个 酒鬼,4,551.85
533,访问 时间 非常 短 可是 它 却 使 小王子 非常 忧伤 你 在 干 什么,4,558.11
534,小王子 问 酒鬼 这个 酒鬼 默默 地 坐 在 那里 面前 有 一 堆 酒瓶子 有的 装 着 酒 有的 是 空 的,4,566.77
535,我 喝酒 他 阴沉 忧郁 地 回答 道,4,571.38
536,你 为什么 喝酒,4,573.43
537,小王子 问道,4,574.86
538,为了 忘却 酒鬼 回答,4,579.32
539,忘却 什么 呢,4,584.91
540,小王子 已经 有些 可怜 酒鬼 他 问道,4,583.15
541,酒鬼 垂下 脑袋 坦白 道 为了 忘却 我 的 羞愧,4,591.13
542,你 羞愧 什么 呢,4,593.19
543,小王子 很 想 救助 他,4,595.8
544,我 羞愧 我 喝酒,4,600.45
545,酒鬼 说完 以后 就 再也 不 开口 了,4,603.71
546,小王子 迷惑不解 地 离开 了,4,606.16
547,在 旅途 中 他 自言自语 地 说道 这些 大人 确实 真 叫 怪,4,612.18
548,第四 个 行星 是 一 个 实业家 的 星球,5,2.84
549,这个 人 忙 得 不可开交 小王子 到来 的 时候 他 甚至 连 头 都 没有 抬 一下,5,8.6
550,小王子 对 他 说 您 好,5,11.22
551,您 的 烟卷 灭 了,5,13.34
552,三 加 二 等于 五,5,15.46
553,五 加 七 等于 十二,5,16.85
554,十二 加 三 等于 十五,5,18.66
555,你 好,5,19.5
556,十五 加 七 二十二,5,21.3
557,二十二 加 六 二十八,5,23.33
558,没有 时间 再 去 点 着 它,5,25.68
559,二十六 加 五 三十一,5,27.93
560,哎哟,5,29.39
561,一共 是 五亿一百六十二万二千七百三十一,5,33.79
562,五亿 什么 呀,5,35.91
563,嗯,5,36.85
564,你 还 待 在 这 呐,5,38.62
565,五亿一百万 我 也 不 知道 是 什么 了 我 的 工作 很多,5,43.34
566,我 是 很 严肃 的 我 可是 从来 没有 功夫 去 闲聊,5,46.88
567,二 加 五 得 七,5,48.44
568,五亿一百万 什么 呀 小王子 重复 问道 一旦 他 提出 了 一 个 问题 是 从来 也 不会 放弃 的,5,56.33
569,这 位 实业家 抬 起 头 说 我 住 在 这个 星球 上 五十四 年 以来 只 被 打搅 过 三 次,5,63.34
570,第一 次 是 二十二 年 前 不 知 从 哪里 跑来 了 一 只 金龟子 来 打搅 我,5,68.47
571,它 发出 一 种 可怕 的 噪音 使 我 在 一 笔 帐目 中 出 了 四 个 差错,5,73.55
572,第二 次 在 十一 年 前 是 风湿病 发作 因为 我 缺乏 锻炼 所 致 我 没有 功夫 闲逛,5,80.95
573,我 可 是 个 严肃 的 人,5,82.57
574,现在 这 是 第三 次,5,85.19
575,我 计算 的 结果 是 五亿一百万 几百万 什么,5,90.06
576,这 位 实业家 知道 要 想 安宁 是 无望 的 了 就 说道 几百万 个 小 东西 这些 小 东西 有时 出现 在 天空 中,5,99.46
577,苍蝇 吗,5,101
578,不 是 是 些 闪闪发亮 的 小 东西,5,104.86
579,是 蜜蜂 吗,5,106.44
580,不 是,5,107.58
581,是 金黄色 的 小 东西 这些 小 东西 叫 那些 懒汉们 胡思乱想,5,112.8
582,我 是 个 严肃 的 人,5,114.26
583,我 没有 时间 胡思乱想,5,116.13
584,啊,5,117.49
585,是 星星 吗,5,119.05
586,对 了,5,119.82
587,就 是 星星,5,120.89
588,你 要 拿 这 五亿 星星 做 什么,5,123.87
589,五亿一百六十二万七百三十一 颗 星星,5,127.78
590,我 是 严肃 的 人 我 是 非常 精确 的,5,130.58
591,你 拿 这些 星星 做 什么,5,132.9
592,我 要 它 做 什么,5,134.58
593,是 呀,5,135.62
594,什么 也 不 做,5,137.01
595,它们 都 是 属于 我 的,5,138.74
596,星星 是 属于 你 的,5,141.61
597,是 的,5,142.77
598,可是 我 已经 见到 过 一 个 国王 他 国王 并不 占有 他们 只是 进行 统治,5,149.47
599,这 不 是 一码 事,5,150.65
600,你 拥有 这 许多 星星 有 什么 用,5,153.52
601,它 能 让 我 变得 富有,5,155.87
602,富 了 有 什么 好处 呢,5,158.72
603,富 了 就 可以 去 买 别的 星星 如果 有 人 发现 了 别的 星星 的话,5,164.56
604,小王子 自言自语 地 说 这个 人 想 问题 有点 象 那个 酒鬼 一样 可是 他 又 提 了 一些 问题 你 怎么 能 占有 星星 呢,5,177.17
605,那么 你 说 星星 是 谁 的 呀,5,180.04
606,实业家 不 高兴 地 顶 了 小王子 一 句,5,183.22
607,我 不 知道,5,184.9
608,不 属于 任何 人,5,186.44
609,那么 它们 就 是 我 的 因为 是 我 第一 个 想到 了 这 件 事情 的,5,191.74
610,这 就 行 了 吗,5,193.36
611,那 当然,5,194.6
612,如果 你 发现 了 一 颗 没有 主人 的 钻石 那么 这 颗 钻石 就 是 属于 你 的,5,199.57
613,当 你 发现 一 个 岛 是 没有 主 的 那么 这个 岛 就 是 你 的,5,204.26
614,当 你 首先 想出 了 一 个 办法 你 就 去 领 一 个 专利证 这个 办法 就 是 属于 你 的,5,210.54
615,既然 在 我 之前 不 曾 有 任何 人 想到 要 占有 这些 星星 那 我 就 占有 这些 星星,5,216.8
616,这 倒 也 是 小王子 说,5,220.27
617,可是 你 用 它们 来 干 什么,5,223.24
618,我 经营 管理 这些 星星,5,225.73
619,我 一 遍 又 一 遍 地 计算 它们 的 数目,5,228.57
620,这 是 一 件 困难 的 事,5,230.38
621,但 我 是 一 个 严肃 认真 的 人,5,232.72
622,小王子 仍然 还 不 满足,5,235.5
623,他 说 对 我 来说 如果 我 有 一 条 围巾 我 可以 用 它 来 围 着 我 的 脖子 并且 能 带走 它,5,243.95
624,我 有 一 朵 花 的话 我 就 可以 摘下 我 的 花 并且 把 它 带走,5,248.7
625,可 你 却 不 能 摘下 这些 星星 呀 我 不 能 摘,5,253.68
626,但 我 可以 把 它们 存 在 银行 里,5,256.34
627,这 是 什么 意思 呢,5,258.7
628,这 就 是 说 我 把 星星 的 数目 写 在 一 片 小 纸头 上,5,263.14
629,然后 把 这 片 纸头 锁 在 一 个 抽屉 里,5,265.72
630,这 就 算 完事 了 吗,5,267.76
631,这样 就 行 了,5,269.21
632,小王子 想道 真 好玩,5,272.19
633,这 倒 蛮 有 诗意,5,273.65
634,可是 并 不 算 是 了不起 的 正经事,5,277.95
635,关于 什么 是 正经事 小王子 的 看法 与 大人们 的 看法 非常 不同,5,283.61
636,他 接着 又 说 我 有 一 朵 花 我 每天 都 给 她 浇水,5,288.38
637,我 还 有 三 座 火山 我 每 星期 把 它们 全 都 打扫 一 遍 连 死 火山 也 打扫,5,294.36
638,谁 知道 它 会 不 会 再 复活,5,297.12
639,我 拥有 火山 和 花 这 对 我 的 火山 有 益处 对 我 的 花 也 有 益处,5,302.91
640,但是 你 对 星星 并 没有 用处 实业家 张口结舌 无言以对 于是 小王子 就 走 了,5,311.48
641,在 旅途 中 小王子 只 是 自言自语 地 说 了 一 句 这些 大人们 真是 奇怪 极 了,5,319.11
642,第五 颗 行星 非常 奇怪,5,322.37
643,是 这些 星星 中 最 小 的 一 颗,5,325.04
644,行星 上 刚好 能 容 得 下 一 盏 路灯 和 一 个 点 路灯 的 人,5,329.55
645,小王子 怎么 也 解释 不 通 这个 坐落 在 天空 某 一 角落 既 没有 房屋 又 没有 居民 的 行星 上 要 一 盏 路灯 和 一 个 点 灯 的 人 做 什么 用,5,341.02
646,但 他 自己 猜想 可能 这个 人 思想 不 正常,5,346.06
647,但 他 比起 国王 比 起 那个 爱 虚荣 的 人 那个 实业家 和 酒鬼 却 要 好 些,5,353.24
648,至少 他 的 工作 还 有点 意义,5,356.1
649,当 他 点着 了 他 的 路灯 时 就 象 他 增添 了 一 颗 星星 或是 一 朵 花,5,362.11
650,当 他 熄灭 了 路灯 时 就 象 让 星星 或 花朵 睡 着 了 似的,5,367.19
651,这 差事 真 美妙,5,369.26
652,就 是 真正 有用 的 了,5,371.5
653,小王子 一 到 了 这个 行星 上 就 很 尊敬 地 向 点 路灯 的 人 打 招呼,5,377.47
654,早上 好 你 刚才 为什么 把 路灯 灭 了 呢,5,381.35
655,这 是 命令 点灯 的 回答 道,5,384.99
656,早上 好,5,386.18
657,命令 是 什么,5,388.22
658,就 是 熄掉 我 的 路灯,5,390.74
659,晚上 好,5,392.32
660,于是 他 又 点燃 了 路灯,5,395.06
661,那么 为什么 你 又 把 它 点着 了 呢,5,398.54
662,这 是 命令 点灯 的 人 回答 道,5,402.1
663,我 不 明白 小王子 说,5,404.99
664,没 什么 要 明白 的 点灯 的 回答 说,5,408.26
665,命令 就 是 命令,5,410.36
666,早上 好,5,411.58
667,于是 他 又 熄灭 了 路灯,5,414.55
668,然后 他 拿 一 块 有 红 方格子 的 手绢 擦 着 额头,5,418.8
669,我 干 的 是 一 种 可怕 的 职业,5,421.85
670,以前 还 说 得 过去,5,423.36
671,早上 熄灯 晚上 点灯,5,425.61
672,剩下 时间 白天 我 就 休息 夜晚 我 就 睡觉 那么 后来 命令 改变 了 是 吗,5,433.28
673,点灯 的 人 说 命令 没有 改,5,436.71
674,惨 就 惨 在 这里 了,5,439.03
675,这 颗 行星 一 年 比 一 年 转 得 更 快 而 命令 却 没有 改,5,444.42
676,结果 呢,5,446.02
677,小王子 问,5,447.54
678,结果 现在 每 分钟 转 一 圈 我 连 一 秒钟 的 休息 时间 都 没有 了,5,452.58
679,每 分钟 我 就 要 点 一 次 灯 熄 一 次 灯,5,455.95
680,真 有趣,5,457.45
681,你 这里 每天 只有 一 分钟 长,5,460.41
682,一点 趣味 也 没有 点灯 的 说,5,463.59
683,我们 俩 在 一块 说话 就 已经 有 一 个 月 的 时间 了,5,467.09
684,一 个 月,5,468.37
685,对,5,469.22
686,三十 分钟,5,470.43
687,三十 天,5,471.26
688,晚上 好,5,472.49
689,于是 他 又 点着 了 他 的 路灯,5,475.85
690,小王子 瞅 着 他 他 喜欢 这 个 点灯人 如此 忠 守 命令,5,480.76
691,这时 他 想起 了 他 自己 从前 挪动 椅子 寻找 日落 的 事,5,485.65
692,他 很 想 帮助 他 的 这 位 朋友 告诉 你 我 知道 一 种 能 使 你 休息 的 办法 你 要 什么 时候 休息 都 可以 我 老是 想 休息 点灯人 说,5,497.59
693,因为 一 个 人 可以 同时 是 忠实 的 又 是 懒惰 的,5,502.11
694,小王子 接着 说 你 的 这 颗 行星 这样 小 你 三 步 就 可以 绕 它 一 圈,5,508.14
695,你 只要 慢慢 地 走 就 可以 一直 在 太阳 的 照耀 下,5,512.22
696,你 想 休息 的 时候 你 就 这样 走 那么 你 要 白天 有 多 长 它 就 有 多 长,5,518.74
697,这 办法 帮 不 了 我 多 大 忙 点灯人 说,5,523.26
698,生活 中 我 喜欢 的 就是 睡觉,5,526.19
