snt_id,pragmatics,section,para,chinese_offset
747,官僚脱离现实,6,288,139.22
748,官僚脱离现实,6,288,144.33
749,,6,289,146.69
750,,6,289,148.09
751,,6,290,153.01
752,,6,290,159.53
753,,6,291,166.66
754,,6,292,168.67
755,探察家那些勇于探索未知收集信息并与世界互动的人他们的角色和行为人类的好奇心探索精神以及对知识和真理的追求,6,292,175.31
756,,6,293,176.74
757,,6,294,178
758,,6,294,179.46
759,,6,294,182.77
760,,6,294,188.71
761,,6,295,191.31
762,,6,296,194.12
763,,6,296,195.69
764,,6,296,198.6
765,,6,297,203.14
766,,6,297,206.51
767,,6,297,210.22
768,,6,298,212.45
769,,6,298,214.42
770,,6,299,220.33
771,,6,299,221.92
772,,6,299,225.22
773,,6,299,226.74
774,,6,300,229.91
775,,6,301,231.55
776,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,302,235.88
777,,6,303,237.41
778,,6,303,240.57
779,生命的脆弱和美丽事物的短暂性小王子的花他星球上最美丽的东西那些让我们的生活变得美好却又不可持久的瞬间和事物花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,304,244.18
780,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,305,246.54
781,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,306,253.36
782,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,306,256.75
783,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,306,260.6
784,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,306,264.48
785,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,306,268.23
786,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,307,275.28
787,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,307,277.49
788,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,308,286.98
789,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,308,290.48
790,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,308,294.32
791,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,309,298.14
792,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,309,303.41
793,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,310,308.87
794,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,311,312.66
795,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,312,314.79
796,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,313,323.82
797,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,313,326.67
798,花朵是生活中最脆弱和短暂的东西虽然短暂的东西在物理上不是永恒的但它给生活带来了意义,6,314,329.81
799,,6,314,335.07
800,,6,314,336.69
801,,6,315,341.66
802,,6,315,350.89
803,,6,316,355.13
804,,6,317,358.2
805,,6,317,374.86
806,,6,318,389.58
807,,6,319,394.44
808,日常生活中简单活动的美丽和诗意即使是最平凡的任务也可以拥有其独特的魅力和价值,6,319,399.74
809,,6,319,403.24
810,,6,319,406.46
811,,6,319,410.3
812,,6,319,412.96
813,,6,319,416.75
814,,6,319,419.36
815,,6,319,421.25
816,,6,319,422.73
817,,6,319,425.69
818,,6,319,426.82
819,,6,320,438.67
820,,6,321,443.56
821,,6,321,447.87
822,,6,321,452.22
823,,6,321,455.55
824,,6,321,465.22
825,,6,321,470.16
826,人的自我认知,6,322,473.76
827,人的自我认知,6,322,476.05
828,人的自我认知,6,322,479.47
829,人的自我认知,6,322,481.54
830,人的自我认知,6,322,485.75
831,人的自我认知,6,322,490.67
832,人的自我认知,6,322,491.91
833,,6,322,493.93
834,,6,323,498.94
835,,6,323,505.1
836,,6,324,508.96
837,,6,325,511.81
838,,6,326,514.54
839,,6,326,515.96
840,,6,327,520.22
841,,6,328,521.19
842,,6,328,524.86
843,,6,329,526.93
844,绝境,6,329,528.7
845,,6,329,532.05
846,,6,330,544.24
847,,6,330,546.28
848,,6,330,551.36
849,,6,331,554.1
850,,6,331,556.7
851,,6,332,561.32
852,,6,333,562.51
853,,6,333,563.96
854,,6,334,567.26
855,孤独,6,335,569.97
856,孤独,6,335,572.36
857,孤独,6,335,581.02
858,,6,336,597.25
859,死亡,6,337,612.35
860,生命中的转变和未知的启示某种神秘和超自然的意味指向生命旅途中不可避免的改变和成长死亡,6,338,622.42
861,,6,338,630.21
862,,6,339,635.99
863,,6,339,641.01
864,,6,339,643.05
865,,6,339,650.5
866,,6,340,655.25
867,,6,341,658.16
868,,6,342,661.98
869,,6,342,669.51
870,,6,343,671.86
871,,6,344,674.34
872,,6,344,676.74
873,骆驼商队穿越沙漠人类在生命旅途中的流浪和探索这种流动性人类对未知的好奇心和探索世界的欲望,6,345,682.28
874,,6,345,685.26
875,,6,345,688.07
876,人的处境,6,345,691.73
877,人的处境,6,345,693.8
878,人的处境,6,345,697.88
879,,6,346,700.82
880,,6,347,703.06
881,,6,348,706.32
882,,6,348,710.8
883,,6,348,714.86
884,,6,348,728.27
885,孤独,6,349,732.09
886,孤独,6,350,738.18
887,孤独,6,351,740.54
888,孤独,6,351,742.07
889,孤独,6,352,751.58
890,孤独,6,353,757.32
891,孤独,6,354,764.91
892,孤独,6,355,768.78
893,孤独,6,355,766.55
894,孤独,6,355,773.23
895,孤独,6,355,775.2
896,孤独,6,355,782.88
897,,7,356,6.84
898,,7,356,10.17
899,,7,357,13.11
900,,7,358,15.92
901,,7,359,18.52
902,,7,360,20.43
903,,7,360,22.59
904,,7,361,24.74
905,,7,361,26.53
906,,7,362,30.39
907,,7,363,33.11
908,怀念爱情心疼后悔,7,363,38.12
909,,7,363,43.35
910,怀念爱情心疼后悔,7,364,56.81
911,本身的普通因为爱而独一无二,7,364,75.45
912,,7,364,91.72
913,朋友智者引导你的人,7,365,95.04
914,,7,366,98.31
915,,7,367,105.03
916,,7,368,110.39
917,,7,369,113.41
918,,7,369,119.46
919,,7,370,122.94
920,,7,370,129.07
921,关系的缔结自我和他人的联系意味着羁绊,7,370,132.16
922,关系的缔结自我和他人的联系意味着羁绊,7,370,136.35
923,关系的缔结自我和他人的联系意味着羁绊,7,371,141.1
924,,7,372,144.62
925,,7,372,146.59
926,,7,373,149.85
927,一个人和另外一个人建立深刻的联系爱的责任关系的缔结自我和他人的联系意味着羁绊,7,373,152.1
928,关系的缔结自我和他人的联系意味着羁绊,7,374,157.56
929,关系的缔结自我和他人的联系意味着羁绊,7,374,158.8
930,关系的缔结自我和他人的联系意味着羁绊,7,374,160.38
931,关系的缔结自我和他人的联系意味着羁绊,7,374,163.29
932,关系的缔结自我和他人的联系意味着羁绊,7,374,165.11
933,关系的缔结自我和他人的联系意味着羁绊,7,375,167.45
934,关系的缔结自我和他人的联系意味着羁绊,7,375,169.32
935,建立深厚的情感联系友谊的建立人际关系的深度是通过时间和经历共同度过而形成的对于关系的珍惜和维护的重要性关系的缔结自我和他人的联系意味着羁绊,7,375,171.34
936,关系的缔结自我和他人的联系意味着羁绊,7,376,176.51
937,关系的缔结自我和他人的联系意味着羁绊,7,376,181.59
938,关系的缔结自我和他人的联系意味着羁绊,7,377,184.49
939,关系的缔结自我和他人的联系意味着羁绊,7,377,190.83
940,关系的缔结自我和他人的联系意味着羁绊,7,377,192.34
941,关系的缔结自我和他人的联系意味着羁绊,7,377,194.23
942,关系的缔结自我和他人的联系意味着羁绊,7,377,200.71
943,关系的缔结自我和他人的联系意味着羁绊,7,377,206.6
944,关系的缔结自我和他人的联系意味着羁绊,7,377,209.75
945,关系的缔结自我和他人的联系意味着羁绊,7,377,217.03
946,关系的缔结自我和他人的联系意味着羁绊,7,377,224.49
947,关系的缔结自我和他人的联系意味着羁绊,7,377,227.77
948,,7,378,232.11
949,,7,379,237.31
950,,7,380,240.1
951,,7,381,241.29
952,,7,382,242.85
953,,7,382,244.85
954,,7,383,246.11
955,,7,384,250.85
956,关系的缔结自我和他人的联系意味着羁绊,7,385,255.59
957,关系的缔结自我和他人的联系意味着羁绊,7,385,258.84
958,日常生活中普遍而平凡的事物以及对变化和特殊意义的渴望关系的缔结自我和他人的联系意味着羁绊,7,385,262.63
959,关系的缔结自我和他人的联系意味着羁绊,7,385,265.39
960,关系的缔结自我和他人的联系意味着羁绊,7,385,270.87
961,关系的缔结自我和他人的联系意味着羁绊,7,385,273.68
962,关系的缔结自我和他人的联系意味着羁绊,7,385,276.45
963,关系的缔结自我和他人的联系意味着羁绊,7,385,280.92
964,关系的缔结自我和他人的联系意味着羁绊,7,385,284.37
965,关系的缔结自我和他人的联系意味着羁绊,7,385,285.81
966,关系的缔结自我和他人的联系意味着羁绊,7,385,288.19
967,关系的缔结自我和他人的联系意味着羁绊,7,385,290.57
968,关系的缔结自我和他人的联系意味着羁绊,7,385,293.29
969,优点关系的缔结自我和他人的联系意味着羁绊,7,385,296.21
970,关系的缔结自我和他人的联系意味着羁绊,7,385,300.37
971,原本是无关紧要的没有实际用处然而通过与小王子的情感联系变得有意义它们成为了小王子的象征让狐狸联想到他们之间的友谊和爱关系的缔结自我和他人的联系意味着羁绊,7,385,304.6
972,关系的缔结自我和他人的联系意味着羁绊,7,385,313.06
973,关系的缔结自我和他人的联系意味着羁绊,7,386,316.68
974,,7,387,321.95
975,,7,387,325.73
976,关系的缔结自我和他人的联系意味着羁绊,7,388,330.56
977,关系的缔结自我和他人的联系意味着羁绊,7,388,334.29
978,对物质主义的批评成年人忘记了欣赏生活中简单美好事物的能力对于成就和财富的盲目追求关系的缔结自我和他人的联系意味着羁绊,7,388,337.72
979,关系的缔结自我和他人的联系意味着羁绊,7,388,343.12
980,关系的缔结自我和他人的联系意味着羁绊,7,388,347.46
981,关系的缔结自我和他人的联系意味着羁绊,7,389,350.44
982,,7,389,351.73
983,关系的缔结自我和他人的联系意味着羁绊,7,390,355.23
984,关系的缔结自我和他人的联系意味着羁绊,7,390,359.41
985,关系的缔结自我和他人的联系意味着羁绊,7,390,362.31
986,关系的缔结自我和他人的联系意味着羁绊,7,390,364.79
987,关系的缔结自我和他人的联系意味着羁绊,7,390,372.15
988,关系的缔结自我和他人的联系意味着羁绊,7,391,376.18
989,关系的缔结自我和他人的联系意味着羁绊,7,391,382.25
990,关系的缔结自我和他人的联系意味着羁绊,7,391,385.59
991,关系的缔结自我和他人的联系意味着羁绊,7,391,391.16
992,关系的缔结自我和他人的联系意味着羁绊,7,391,399.72
993,关系的缔结自我和他人的联系意味着羁绊,7,392,402.76
994,,7,392,404.16
995,关系的缔结自我和他人的联系意味着羁绊,7,393,408.79
996,关系的缔结自我和他人的联系意味着羁绊,7,393,415.11
997,,7,393,418.54
998,,7,393,422.11
999,,7,393,425.12
1000,,7,393,427.58
1001,,7,393,433.72
1002,,7,394,437.04
1003,,7,394,444.21
1004,,7,395,447.62
1005,,7,395,455.05
1006,,7,396,457.48
1007,,7,396,458.92
1008,,7,397,461.48
1009,,7,398,464.61
1010,,7,399,470.34
1011,,7,400,475.16
1012,爱情人类的虚荣心和敏感性玫瑰的自负和需求性展示了人与人之间关系的脆弱和复杂关怀和理解在维护这些关系中很重要,7,400,480.61
1013,,7,400,485.07
1014,是爱和关系的缔结使得平凡变得特殊独一无二,7,401,495.82
1015,是爱和关系的缔结使得平凡变得特殊独一无二,7,401,500.01
1016,是爱和关系的缔结使得平凡变得特殊独一无二,7,401,502.23
1017,是爱和关系的缔结使得平凡变得特殊独一无二,7,401,506.4
1018,是爱和关系的缔结使得平凡变得特殊独一无二,7,401,513.45
1019,是爱和关系的缔结使得平凡变得特殊独一无二,7,402,517.49
1020,是爱和关系的缔结使得平凡变得特殊独一无二,7,403,523.48
1021,是爱和关系的缔结使得平凡变得特殊独一无二,7,403,526.15
1022,是爱和关系的缔结使得平凡变得特殊独一无二,7,403,531.87
1023,是爱和关系的缔结使得平凡变得特殊独一无二,7,403,556.33
1024,是爱和关系的缔结使得平凡变得特殊独一无二,7,403,559.49
1025,,7,404,567.4
1026,,7,404,570.17
1027,只有真心才能看清宝贵的东西表面是不够的,7,404,574.63
1028,只有真心才能看清宝贵的东西表面是不够的,7,404,578.79
1029,,7,405,588.99
1030,是爱和关系的缔结使得平凡变得特殊独一无二,7,406,595.73
1031,,7,407,604.03
1032,,7,408,608.66
1033,,7,408,611.1
1034,,7,408,614.83
1035,无论遇到什么都要对自己的感情负责,7,408,625.12
1036,,7,409,627.98
1037,,7,410,630.91
1038,,7,411,633.17
1039,,7,411,634.48
1040,,7,412,640.23
1041,,7,412,646.03
1042,,7,413,653.05
1043,人的迷失,7,414,656.35
1044,人的迷失,7,414,658.13
1045,人的迷失,7,415,662.34
1046,,7,416,668.35
1047,,7,417,670.89
1048,现代社会中时间的管理和生活的快节奏人们在生活中经常匆匆忙忙可能却不清楚自己的最终目的,7,417,675.81
1049,,7,417,678.2
1050,人的迷失,7,418,681.82
1051,人的迷失,7,419,687.05
1052,,7,420,691.21
1053,人的迷失,7,421,694.81
1054,,7,421,696.39
1055,人的迷失,7,422,699.42
1056,人的迷失,7,422,703.23
1057,人的迷失,7,422,707.07
1058,孩子们对生活的纯真见解和他们对事物内在价值的认识相对于成年人的目的性丧失和匆忙孩子们能够真正意识到让他们幸福的是什么,7,423,712.62
1059,人的迷失,7,423,726.63
1060,,8,424,1.66
1061,世俗观念贪婪,8,425,7.9
1062,,8,425,10.79
1063,,8,426,13.35
1064,,8,426,14.55
1065,,8,427,18.74
1066,,8,427,20.34
1067,,8,427,23.39
1068,意义,8,428,26.78
1069,意义,8,429,38.02
1070,,8,430,46.82
1071,还没整理好我的生活,8,431,62.41
1072,,8,432,69.72
1073,,8,433,71.11
1074,,8,434,81.93
1075,,8,434,89.47
1076,,8,434,91.48
1077,他们在寻找他们没有但需要的东西那隐藏在表面之下的宝藏以便继续前行水包含了生命的意义爱友谊意义归属感一起找到并分享这一切满足了他们的身体和精神上的渴望,8,434,108.16
1078,他们在寻找他们没有但需要的东西那隐藏在表面之下的宝藏以便继续前行水包含了生命的意义爱友谊意义归属感一起找到并分享这一切满足了他们的身体和精神上的渴望,8,434,111.63
1079,星星在夜晚亮起为小王子和飞行员在沙漠中的寻找提供了光明和方向在困难和黑暗时刻中的希望和指引星星的亮起提醒人们即使在最艰难的情况下也总有希望存在,8,435,119.1
1080,,8,435,124.89
1081,,8,435,130.32
1082,,8,435,131.5
1083,,8,436,133.32
1084,,8,436,144.37
1085,,8,437,145.75
1086,,8,437,147.25
1087,,8,437,148.86
1088,因为爱情和羁绊而有特殊意义,8,437,156.33
1089,,8,438,162.93
1090,,8,439,168.79
1091,,8,439,170.43
1092,,8,439,174.07
1093,在广阔而看似荒凉的生活中隐藏的生命之源和深层次的满足它不仅是物理的水源更是精神上寻求的答案和内心的满足人类对生命意义和深刻情感连接的渴望,8,439,189.39
1094,,8,439,197.03
1095,人们会忽视没有直接价值的东西没有好奇心和探索的渴望,8,439,204.07
1096,,8,439,208.55
1097,一切事物和人生的真正意义不在表面而在深处需要主动努力探寻思考和感受,8,439,220.7
1098,,8,439,225.97
1099,,8,440,232.12
1100,,8,440,233.59
1101,,8,440,235.94
1102,,8,440,238.97
1103,真正重要的是小王子的内心和灵魂的纯净美好和深刻,8,440,251.53
1104,爱情感意义的追寻是无比珍贵的,8,440,282.55
1105,珍视这份纯真深刻爱与希望,8,440,292.24
1106,人们迷失在生活劳碌中失去对真正意义的追寻,8,441,298.99
1107,人们迷失在生活劳碌中失去对真正意义的追寻,8,441,310.21
1108,,8,441,313.04
1109,,8,441,316.21
1110,,8,441,321.7
1111,,8,442,333.02
1112,,8,442,338.43
1113,他们在寻找他们没有但需要的东西那隐藏在表面之下的宝藏以便继续前行水包含了生命的意义爱友谊意义归属感一起找到并分享这一切满足了他们的身体和精神上的渴望,8,443,346.88
1114,,8,443,351.47
1115,,8,444,356.1
1116,,8,444,363.68
1117,他们在寻找他们没有但需要的东西那隐藏在表面之下的宝藏以便继续前行水包含了生命的意义爱友谊意义归属感一起找到并分享这一切满足了他们的身体和精神上的渴望,8,445,372.37
1118,,8,446,374.73
1119,,8,446,376.39
1120,他们在寻找他们没有但需要的东西那隐藏在表面之下的宝藏以便继续前行水包含了生命的意义爱友谊意义归属感一起找到并分享这一切满足了他们的身体和精神上的渴望,8,446,378.71
1121,他们在寻找他们没有但需要的东西那隐藏在表面之下的宝藏以便继续前行水包含了生命的意义爱友谊意义归属感一起找到并分享这一切满足了他们的身体和精神上的渴望,8,446,381.86
1122,共同经历和付出努力得到的回报提醒价值往往来源于追求和实现的过程,8,446,388.72
1123,他们在寻找他们没有但需要的东西那隐藏在表面之下的宝藏以便继续前行水包含了生命的意义爱友谊意义归属感一起找到并分享这一切满足了他们的身体和精神上的渴望,8,446,391.63
1124,真正的幸福,8,446,402.71
1125,人们迷失于纷繁世界却不知道真正的意义是什么,8,447,415.92
1126,他们都渴望的水是爱友谊意义归属感,8,448,431.18
1127,,8,448,435.5
1128,,8,448,437.4
1129,,8,448,440.39
1130,,8,448,443.33
1131,,8,448,453.77
1132,,8,449,455.45
1133,他对自己所爱之物如他的玫瑰的责任感个人对他人或所爱之物应承担的责任和保护确保它们不受伤害,8,450,463.7
1134,,8,450,469.15
1135,,8,451,473.03
1136,,8,452,479.71
1137,,8,453,482.52
1138,孩子的想象力和创造力能在简单的图画中看到更深层的故事和意义而成人往往只看到表面,8,454,490.65
1139,,8,455,495.96
1140,,8,456,499.11
1141,,8,456,509.62
1142,,8,456,524.84
1143,,8,457,529.04
1144,,8,457,542.03
1145,,8,457,544.93
1146,,8,458,547.05
1147,,8,459,551.95
1148,,8,460,561.5
1149,,8,461,570.7
1150,,8,461,572.94
1151,,8,461,574.25
1152,,8,461,578.92
1153,,8,461,581.05
1154,,8,461,585.19
1155,,9,462,3.16
1156,,9,462,9.7
1157,,9,462,13.5
1158,,9,462,15.11
1159,,9,463,21.54
1160,,9,463,27.72
1161,,9,463,31.17
1162,,9,463,34.72
1163,,9,463,38.33
1164,,9,463,40.08
1165,,9,463,46.57
1166,面对生命中不可避免的变化如成长离别死亡时的恐惧和接受的过程他的勇气在于直面未知愿意为了返回自己的星球和重逢所爱之人而冒险,9,464,50.83
1167,,9,464,53.98
1168,,9,465,58.59
1169,,9,466,63.66
1170,,9,467,68.31
1171,,9,467,75.84
1172,,9,467,91.55
1173,,9,468,99.31
1174,,9,469,102.5
1175,,9,469,104.92
1176,金黄色的围脖小王子与他的星球以及他所爱的玫瑰之间的联系亲密温暖和爱的纽带小王子对即将离去的准备对即将发生的变化的接受以及与飞行员之间深层次情感连接,9,469,108.72
1177,,9,469,112.57
1178,,9,469,115.81
1179,,9,469,119.64
1180,,9,469,125.91
1181,在成人世界重视功能和效率的观念逻辑实用主义和物质性中重新发现了友情爱和人生的意义从而使机器超越了其物质功能成为通往更深层次人际关系和精神探索的工具,9,469,132.11
1182,,9,469,136.42
1183,,9,470,142.9
1184,,9,471,162.48
1185,,9,471,177.91
1186,,9,472,182.36
1187,,9,472,187.77
1188,,9,473,190.38
1189,,9,473,199.65
1190,,9,473,209.22
1191,,9,473,219.32
1192,即使在最艰苦的环境中生命中总有那么些能给予我们力量和希望的东西,9,473,224.87
1193,,9,474,235.63
1194,,9,474,251.72
1195,真正重要的是深层的隐藏的价值,9,474,260.42
1196,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,474,269.25
1197,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,474,275.97
1198,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,474,284.92
1199,指引和希望小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,475,289.07
1200,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,475,294.88
1201,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,475,296.77
1202,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,475,301.14
1203,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,475,307.85
1204,,9,475,313.05
1205,,9,476,315.51
1206,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,476,322.03
1207,,9,476,326.04
1208,不同人所拥有的不同且赋予的意义也不同,9,477,332.94
1209,,9,477,336.42
1210,许多人并不珍视看似没有实际意义的东西,9,477,339.98
1211,,9,477,344.72
1212,,9,477,349.41
1213,,9,477,353.03
1214,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,477,360.07
1215,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,478,373.95
1216,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,478,378.52
1217,,9,479,382.01
1218,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,480,391.57
1219,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,480,393.81
1220,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,480,396.83
1221,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,480,405.18
1222,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,480,411.44
1223,,9,480,413.57
1224,,9,480,420.13
1225,小王子的纯洁快乐他们之间的共同记忆和真诚感情小王子所归属的更纯净的神秘世界希望永恒和超越死亡,9,481,427.93
1226,,9,481,436.02
1227,,9,482,438.98
1228,,9,483,444.25
1229,,9,483,445.79
1230,,9,483,450.94
1231,,9,484,454.13
1232,,9,485,458.08
1233,,9,485,461.82
1234,,9,485,465.48
1235,,9,486,477.04
1236,,9,486,479.27
1237,,9,486,483.1
1238,,9,486,485.66
1239,,9,486,489.11
1240,,9,486,491.12
1241,,9,487,493.34
1242,,9,487,495.01
1243,,9,487,501.71
1244,,9,488,503.34
1245,人生的道路和归宿很漫长死亡不代表终结,9,488,504.49
1246,物理的身躯无益于去追寻真正的意义死亡不代表终结,9,488,506.53
1247,物理的身躯无益于去追寻真正的意义死亡不代表终结,9,488,507.88
1248,,9,489,510.42
1249,尽管人的躯体或者物质的外壳的死去并不代表真正的死亡或结束而是某种形式的重生或转变到另一个存在状态,9,490,513.88
1250,死亡不代表终结,9,490,518.62
1251,,9,491,520.42
1252,,9,491,525.7
1253,,9,491,527.43
1254,死亡不代表终结因为两人有共同的情感和回忆对意义的追寻,9,491,531.12
1255,死亡不代表终结因为两人有共同的情感和回忆对意义的追寻,9,491,536.19
1256,,9,492,538.39
1257,两人缔结的深厚情感和羁绊生成的意义,9,492,548.64
1258,,9,493,552.56
1259,,9,494,556.22
1260,,9,494,561.94
1261,,9,494,564.37
1262,,9,494,566.36
1263,,9,494,576.71
1264,,9,494,585.37
1265,,9,494,587.01
1266,,9,494,589.22
1267,,9,495,593.38
1268,,9,495,596.09
1269,,9,495,597.9
1270,,9,495,601.81
1271,,9,495,606.13
1272,,9,496,615
1273,,9,496,619.41
1274,,9,496,628.78
1275,,9,496,632.01
1276,,9,496,639.82
1277,,9,496,646.55
1278,怀念记忆中的欢乐和二人之间纯真的友谊那是他对小王子的思念,9,496,652.48
1279,担心自己没有为小王子提供足够的保护,9,496,655.85
1280,,9,496,658.95
1281,,9,496,664.86
1282,,9,496,672.21
1283,相信小王子对所爱的保护,9,496,680.16
1284,,9,496,684.66
1285,,9,497,692.18
1286,,9,497,704.08
1287,人之间的真挚关系使得平凡变得独一无二,9,497,725.12
1288,,9,497,732.64
1289,人之间的真挚关系使得平凡变得独一无二追寻生命的意义而大人往往忘记真正重要的事,9,497,740.65
